Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Xavier Henry,SF,23,LAL,9,0,86,1.3,5.4,0.231,0,0,,1.3,5.4,0.231,5.9,10,0.583,0.8,0.8,1.7,1.3,1.3,0,1.3,2.5,8.4
John Henson,C,24,MIL,67,11,1228,5.7,10.1,0.566,0,0,,5.7,10.1,0.566,2.3,4,0.569,3.6,5.5,9.1,1.7,0.8,4,2.6,4.5,13.8
Roy Hibbert,C,28,IND,76,76,1926,5.9,13.3,0.446,0,0,0,5.9,13.2,0.448,3.1,3.8,0.824,2.9,7.2,10.1,1.6,0.3,2.3,2,4,15
J.J. Hickson,C,26,DEN,73,8,1411,5.6,11.7,0.475,0,0.1,0,5.6,11.7,0.477,3,5.1,0.577,3.8,7.7,11.5,1.5,0.9,0.9,2.4,3.5,14.1
Nene Hilario,PF,32,WAS,67,58,1693,6.5,12.8,0.511,0,0.1,0.2,6.5,12.7,0.513,2.6,4.3,0.604,1.8,5.5,7.3,2.6,1.4,0.5,2.6,3.8,15.7
George Hill,PG,28,IND,43,36,1267,7.2,15.2,0.477,2,5.5,0.358,5.3,9.7,0.544,3.2,4.1,0.79,0.7,4.4,5.1,6.3,1.3,0.4,2,3.2,19.7
Jordan Hill,C,27,LAL,70,57,1874,6.9,14.9,0.459,0.1,0.2,0.273,6.8,14.7,0.462,2.4,3.2,0.738,3.3,7.3,10.7,2,0.7,1,2,3.2,16.2
Solomon Hill,SF,23,IND,82,78,2381,3.8,9.6,0.396,1,3.1,0.327,2.8,6.4,0.43,2.4,2.9,0.824,1.1,3.7,4.7,2.8,1,0.3,1.7,2.7,11
Kirk Hinrich,SG,34,CHI,66,22,1610,3.2,8.5,0.373,1.3,3.8,0.345,1.9,4.8,0.394,0.8,1.1,0.7,0.4,2.3,2.7,3.3,1,0.3,1.6,3.2,8.4
Jrue Holiday,PG,24,NOP,40,37,1303,6.6,14.8,0.446,1.4,3.7,0.378,5.2,11,0.469,1.8,2.1,0.855,0.9,2.8,3.7,7.6,1.7,0.6,2.5,3,16.4
Justin Holiday,SG,25,GSW,59,4,657,5,12.9,0.387,1.9,6,0.321,3.1,6.9,0.444,2,2.5,0.822,0.7,3.3,4,2.6,2.2,0.7,1.6,3,13.9
Ryan Hollins,C,30,SAC,46,9,441,4.3,6.7,0.646,0,0,,4.3,6.7,0.646,2.5,4.4,0.574,2.9,5.5,8.4,1.1,0.5,1.6,2,5.3,11.2
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Rodney Hood,SG,22,UTA,50,21,1064,5.2,12.7,0.414,2.1,5.8,0.365,3.1,6.9,0.456,2.1,2.7,0.763,0.3,3.7,4,2.8,1,0.4,1.5,4,14.7
Al Horford,C,28,ATL,76,76,2318,8.1,15,0.538,0.2,0.6,0.306,7.9,14.4,0.547,1.7,2.2,0.759,2,6.4,8.4,3.8,1.1,1.5,1.6,1.9,18
Dwight Howard,C,29,HOU,41,41,1223,7.4,12.5,0.593,0,0.1,0.5,7.4,12.4,0.594,4.2,8,0.528,3.2,9.4,12.7,1.5,0.8,1.6,3.4,4,19
Lester Hudson,SG,30,LAC,5,0,56,3.9,9,0.429,1.9,3.9,0.5,1.9,5.1,0.375,1.9,2.6,0.75,0.6,4.5,5.1,3.2,3.9,0.6,1.9,2.6,11.6
Robbie Hummel,SF,25,MIN,45,4,742,3.8,8.3,0.459,0.8,2.5,0.314,3.1,5.9,0.521,1.2,1.4,0.828,1.5,5,6.5,1.3,0.8,0.4,0.9,4.2,9.6
Kris Humphries,PF,29,WAS,64,17,1345,5.6,11.9,0.473,0,0.2,0,5.6,11.8,0.481,2.3,3.1,0.744,3.2,8,11.1,1.5,0.9,0.7,1.2,3.5,13.6
Serge Ibaka,PF,25,OKC,64,64,2116,6.4,13.4,0.476,1.3,3.5,0.376,5.1,9.9,0.511,1.6,1.9,0.836,2.3,6.2,8.5,0.9,0.5,2.6,1.7,3.3,15.6
Andre Iguodala,SG,31,GSW,77,0,2069,4,8.6,0.466,1.3,3.7,0.349,2.7,4.9,0.553,1.2,2,0.596,0.8,3.7,4.5,4,1.5,0.4,1.5,1.7,10.5
Ersan Ilyasova,PF,27,MIL,58,36,1319,7.2,15.2,0.472,2,5.2,0.389,5.2,10,0.515,1.9,2.9,0.645,2.2,5.4,7.6,1.5,1,0.5,1.2,4.1,18.3
Joe Ingles,SF,27,UTA,79,32,1673,3.2,7.6,0.415,1.5,4.3,0.356,1.6,3.3,0.493,0.6,0.9,0.75,0.5,3.3,3.8,3.9,1.5,0.2,2.1,2.7,8.5
Kyrie Irving,PG,22,CLE,75,75,2730,7.6,16.3,0.468,2.1,5,0.415,5.6,11.3,0.491,4.2,4.8,0.863,0.7,2.4,3.1,5.1,1.5,0.3,2.5,1.9,21.5
Jarrett Jack,PG,31,BRK,80,27,2241,5.8,13.1,0.439,0.6,2.3,0.267,5.1,10.8,0.477,3.2,3.6,0.881,0.3,3.6,3.9,6,1.2,0.2,3.1,2.3,15.4
Reggie Jackson,PG,24,TOT,77,40,2268,6.9,15.8,0.434,1.1,3.8,0.299,5.7,12,0.477,2.9,3.5,0.83,0.9,4.3,5.2,7.3,1,0.1,3,2.7,17.7
Reggie Jackson,PG,24,OKC,50,13,1398,6.4,14.8,0.432,1.1,4.1,0.278,5.3,10.8,0.49,2.5,3,0.861,0.7,4.5,5.2,5.5,1.1,0.1,2.3,2.4,16.5
Reggie Jackson,PG,24,DET,27,27,870,7.6,17.4,0.436,1.2,3.4,0.337,6.4,13.9,0.46,3.4,4.3,0.796,1.2,4.1,5.2,10.3,0.8,0.2,3.9,3,19.7
Bernard James,C,29,DAL,16,2,158,2.7,6.2,0.444,0,0,,2.7,6.2,0.444,4.6,5.2,0.87,4.1,4.8,8.9,0.9,0.5,3.4,1.4,3.9,10
LeBron James,SF,30,CLE,69,69,2493,9,18.5,0.488,1.7,4.9,0.354,7.3,13.6,0.536,5.4,7.6,0.71,0.7,5.3,6,7.4,1.6,0.7,3.9,1.9,25.2
Al Jefferson,C,30,CHO,65,61,1992,8.8,18.3,0.481,0,0.1,0.4,8.7,18.2,0.482,2,3,0.655,1.8,8.1,9.9,2,0.8,1.5,1.2,2.5,19.6
Cory Jefferson,PF,24,BRK,50,1,531,5.1,11.3,0.449,0.1,1,0.133,4.9,10.3,0.48,2.1,3.7,0.574,3.2,6.6,9.8,1.1,0.7,1.4,1.4,4.1,12.4
Richard Jefferson,SF,34,DAL,74,18,1244,4.2,9.4,0.444,1.9,4.5,0.426,2.3,4.9,0.462,2.3,3.3,0.684,0.7,4.6,5.3,1.8,0.9,0.3,1.5,3.3,12.5
John Jenkins,SG,23,ATL,24,3,297,5.9,12,0.495,2.5,6.3,0.404,3.4,5.7,0.596,1.9,2.3,0.842,0.2,4.5,4.7,1.6,1.2,0,1,1.8,16.4
Brandon Jennings,PG,25,DET,41,41,1173,6.7,16.7,0.401,2.3,6.5,0.36,4.4,10.2,0.428,3.7,4.4,0.839,0.6,2.5,3.2,8.3,1.4,0.1,2.8,2,19.4
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jonas Jerebko,PF,27,TOT,75,0,1230,4.9,11.1,0.446,1.6,4.1,0.386,3.4,7,0.481,1.6,1.9,0.848,2.7,5.5,8.3,2.1,1.3,0.5,1.3,4,13.1
Jonas Jerebko,PF,27,DET,46,0,703,4.7,10.1,0.46,1.4,3.9,0.368,3.2,6.2,0.516,1.6,1.8,0.861,2.4,4.9,7.3,2.1,1.4,0.6,1.3,3.9,12.3
Jonas Jerebko,PF,27,BOS,29,0,527,5.3,12.4,0.431,1.8,4.4,0.406,3.6,8,0.444,1.7,2,0.833,3.1,6.4,9.6,2,1.3,0.5,1.2,4,14.1
Grant Jerrett,PF,21,TOT,8,0,51,4.9,18.4,0.269,0.7,10.6,0.067,4.2,7.8,0.545,0.7,0.7,1,1.4,4.9,6.4,2.1,1.4,1.4,2.1,7.8,11.3
Grant Jerrett,PF,21,OKC,5,0,25,4.3,24.5,0.176,1.4,18.7,0.077,2.9,5.8,0.5,0,0,,1.4,4.3,5.8,1.4,0,2.9,2.9,10.1,10.1
Grant Jerrett,PF,21,UTA,3,0,26,5.5,12.5,0.444,0,2.8,0,5.5,9.7,0.571,1.4,1.4,1,1.4,5.5,6.9,2.8,2.8,0,1.4,5.5,12.5
Amir Johnson,PF,27,TOR,75,72,1979,5.4,9.4,0.574,0.3,0.8,0.413,5.1,8.6,0.59,1.4,2.3,0.612,2.9,5.4,8.3,2.1,0.8,1.1,2,4.1,12.6
Chris Johnson,SF,24,TOT,29,2,526,4.2,10.5,0.403,1.9,6.5,0.295,2.3,4,0.576,1,1.1,0.875,0.5,3.2,3.8,1,1.8,0.5,1,3,11.4
Chris Johnson,SF,24,PHI,9,2,187,3.7,11.6,0.317,1.9,7.5,0.256,1.7,4,0.429,1.2,1.5,0.75,0.6,4.4,5,0.6,1.7,1,1.7,3.7,10.4
Chris Johnson,SF,24,UTA,12,0,211,5.3,10.9,0.484,2.2,6.5,0.342,3.1,4.4,0.692,1,1,1,0.5,2.6,3.1,1.2,2,0,1,3.1,13.8
Chris Johnson,SF,24,MIL,8,0,128,3.4,8.4,0.4,1.4,5.1,0.278,2,3.4,0.583,0.6,0.6,1,0.6,2.5,3.1,1.4,1.4,0.6,0,2,8.7
James Johnson,PF,27,TOR,70,17,1370,6.3,10.6,0.589,0.3,1.3,0.216,6,9.3,0.643,1.8,2.7,0.657,1.6,5.2,6.8,2.5,1.4,1.8,2.1,4.1,14.6
Joe Johnson,SG,33,BRK,80,80,2791,5.8,13.2,0.435,1.6,4.3,0.359,4.2,8.9,0.472,1.8,2.3,0.801,0.7,4.3,5,3.8,0.8,0.2,1.8,1.5,14.9
Nick Johnson,SG,22,HOU,28,0,262,3.6,10.3,0.347,0.7,2.9,0.238,2.9,7.4,0.389,2.3,3.4,0.68,1.8,3.6,5.4,1.5,1,0.4,2.6,4.7,10.2
Tyler Johnson,SG,22,MIA,32,2,603,4.2,10,0.419,1.1,2.9,0.375,3.1,7.1,0.437,1.9,2.8,0.681,0.8,4,4.8,2.5,2,0.5,1.8,2.5,11.3
Wesley Johnson,SF,27,LAL,76,59,2245,4.6,11.1,0.414,1.5,4.2,0.351,3.1,6.9,0.451,1.4,1.8,0.804,1.1,4,5.1,2,0.9,0.7,1.4,2.6,12.1
Dahntay Jones,SF,34,LAC,33,0,123,1.8,6.1,0.286,0,1.2,0,1.8,5,0.353,2.6,3.2,0.818,0.3,2.9,3.2,0.6,0.9,0,0.3,6.7,6.1
James Jones,SF,34,CLE,57,2,669,4,10.8,0.368,3.4,9.4,0.36,0.6,1.4,0.423,2.1,2.5,0.848,0.5,2.9,3.3,1.3,0.7,0.4,0.7,3.6,13.5
Perry Jones,SF,23,OKC,43,13,631,4.2,10.5,0.397,0.8,3.4,0.233,3.4,7.1,0.476,1.4,2.1,0.649,0.3,4,4.3,1,1,0.5,1.4,2.9,10.5
Terrence Jones,PF,23,HOU,33,24,889,6.4,12.1,0.528,0.5,1.5,0.351,5.9,10.6,0.553,2.3,3.8,0.606,3.2,5.8,8.9,1.5,0.7,2.4,1.5,3.2,15.6
DeAndre Jordan,C,26,LAC,82,82,2820,4.8,6.8,0.71,0,0.1,0.25,4.8,6.8,0.713,2.4,6,0.397,5.1,10.6,15.7,0.8,1,2.3,1.4,3.1,12.1
Jerome Jordan,C,28,BRK,44,0,383,4.7,8.8,0.532,0,0,,4.7,8.8,0.532,3.6,4.1,0.864,4.9,5,9.9,1.2,0.8,1.4,2.1,5.5,13
Cory Joseph,PG,23,SAS,79,14,1444,5.2,10.2,0.504,0.4,1.1,0.364,4.8,9.1,0.52,2.6,3.6,0.734,1.1,3.7,4.8,4.7,1.1,0.4,1.7,2.6,13.3
Chris Kaman,C,32,POR,74,13,1398,7.3,14.1,0.515,0,0,,7.3,14.1,0.515,1.9,2.6,0.706,3.8,8.6,12.5,1.7,0.5,1.4,2.8,3.6,16.4
Enes Kanter,C,22,TOT,75,74,2135,8.1,15.6,0.519,0.3,0.8,0.356,7.9,14.9,0.528,3.1,3.9,0.782,4.7,6.6,11.3,0.9,0.6,0.5,2.4,3.2,19.6
Enes Kanter,C,22,UTA,49,48,1326,7.8,15.8,0.491,0.4,1.1,0.317,7.4,14.7,0.505,2.5,3.2,0.788,4,6.4,10.4,0.7,0.6,0.4,2.5,3.1,18.4
Enes Kanter,C,22,OKC,26,26,809,8.7,15.4,0.566,0.1,0.2,0.75,8.6,15.2,0.564,4,5.2,0.776,5.8,7,12.8,1.3,0.6,0.6,2.3,3.3,21.6
Sergey Karasev,SG,21,BRK,33,16,555,3.5,8.7,0.403,1,3.5,0.296,2.5,5.2,0.475,1.9,2.5,0.763,1.4,2.9,4.3,3,1.5,0.1,1.6,2.9,9.9
Ryan Kelly,PF,23,LAL,52,34,1233,3,9,0.337,1.3,3.9,0.336,1.7,5.1,0.337,2.3,2.8,0.832,0.4,3.9,4.3,2.7,0.9,0.7,1.1,3.4,9.7
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Michael Kidd-Gilchrist,SF,21,CHO,55,52,1587,5.1,10.9,0.465,0,0,,5.1,10.9,0.465,3.4,4.9,0.701,2.5,7,9.4,1.7,0.7,0.9,1.4,2.6,13.6
Sean Kilpatrick,SG,25,MIN,4,0,72,3.5,10,0.35,2,6.5,0.308,1.5,3.5,0.429,2,2,1,0.5,2.5,3,2,1.5,0,1,1.5,11
Andrei Kirilenko,SF,33,BRK,7,0,36,0,5,0,0,0,,0,5,0,3,4,0.75,2,6,8,1,1,0,1,1,3
Alex Kirk,C,23,CLE,5,0,14,2.6,10.3,0.25,0,0,,2.6,10.3,0.25,5.1,5.1,1,2.6,0,2.6,2.6,0,0,0,2.6,10.3
Brandon Knight,PG-SG,23,TOT,63,61,2035,6.6,15.7,0.422,2.2,5.7,0.389,4.4,10,0.441,3.4,3.9,0.874,0.5,3.8,4.3,5.8,1.6,0.2,3.3,2,18.9
Brandon Knight,PG,23,MIL,52,52,1688,6.9,15.9,0.435,2.2,5.4,0.409,4.7,10.5,0.448,3.6,4.1,0.881,0.6,4.2,4.7,6,1.8,0.2,3.5,2,19.7
Brandon Knight,SG,23,PHO,11,9,347,5.3,14.8,0.357,2.2,7,0.313,3.1,7.9,0.395,2.5,3,0.828,0.2,2.2,2.4,5.1,0.6,0.1,2.4,2.2,15.3
Kyle Korver,SG,33,ATL,75,75,2418,4.3,8.9,0.487,3.3,6.7,0.492,1.1,2.2,0.47,1.6,1.8,0.898,0.2,4.3,4.5,2.9,0.8,0.6,1.6,2.1,13.6
Kosta Koufos,C,25,MEM,81,3,1348,4.9,9.6,0.508,0,0,,4.9,9.6,0.508,1.5,2.3,0.647,3.2,8.1,11.4,1,0.8,1.7,1.8,4,11.2
Ognjen Kuzmic,C,24,GSW,16,0,72,4,6,0.667,0,0,,4,6,0.667,2,2,1,3.5,5,8.5,3,1,0.5,2.5,6.5,10
Jeremy Lamb,SG,22,OKC,47,8,633,5.9,14.2,0.416,2.2,6.3,0.342,3.8,7.9,0.475,2.8,3.1,0.891,0.5,5.6,6.1,2.5,1.2,0.3,1.5,3,16.8
Carl Landry,PF,31,SAC,70,15,1192,5.7,11.1,0.515,0,0,,5.7,11.1,0.515,3.7,4.5,0.82,3,5.1,8.1,0.8,0.5,0.5,1.6,4,15.2
Shane Larkin,PG,22,NYK,76,22,1865,3.6,8.3,0.433,0.7,2.2,0.302,2.9,6.1,0.481,1.2,1.5,0.782,0.6,2.8,3.4,4.4,1.8,0.2,1.6,2.9,9.1
Joffrey Lauvergne,C,23,DEN,24,1,268,4.8,12,0.404,0.4,2.1,0.188,4.4,9.8,0.452,2.4,3.8,0.643,3.6,6.7,10.3,1.7,1.1,1.3,3,5.8,12.5
Zach LaVine,PG,19,MIN,77,40,1902,5.4,12.8,0.422,1.1,3.2,0.341,4.3,9.7,0.449,2.8,3.4,0.842,0.5,3.5,4.1,5.2,1,0.2,3.7,3,14.7
Ty Lawson,PG,27,DEN,75,75,2665,5.5,12.5,0.436,0.9,2.8,0.341,4.5,9.7,0.463,3.6,4.9,0.73,0.6,2.6,3.2,9.7,1.2,0.1,2.5,1.7,15.4
Ricky Ledo,SG,22,TOT,17,0,244,4.7,14.2,0.333,1.5,4,0.37,3.2,10.2,0.319,2.4,3.2,0.727,2.4,3,5.3,2.8,0.9,0.1,3.8,3.1,13.3
Ricky Ledo,SG,22,DAL,5,0,11,0,19.6,0,0,9.8,0,0,9.8,0,3.3,6.5,0.5,3.3,3.3,6.5,3.3,0,0,6.5,3.3,3.3
Ricky Ledo,SG,22,NYK,12,0,233,4.9,13.9,0.356,1.5,3.7,0.417,3.4,10.2,0.333,2.3,3.1,0.75,2.3,2.9,5.3,2.8,0.9,0.2,3.7,3.1,13.8
Courtney Lee,SG,29,MEM,77,74,2354,4.4,9.8,0.448,1.4,3.4,0.402,3,6.4,0.473,1.7,2,0.86,0.3,2.4,2.7,2.3,1.1,0.2,1.2,2,11.9
David Lee,PF,31,GSW,49,4,904,6.4,12.5,0.511,0,0.1,0,6.4,12.4,0.514,2.7,4.1,0.654,3.2,7,10.2,3.4,1.2,1,2,3.3,15.5
Malcolm Lee,SG,24,PHI,1,0,2,0,18,0,0,0,,0,18,0,0,0,,0,0,0,0,0,0,0,0,0
Alex Len,C,21,PHO,69,44,1518,4.2,8.4,0.507,0,0.1,0.333,4.2,8.3,0.509,1.7,2.5,0.702,3.4,7.4,10.8,0.8,0.8,2.5,1.8,5.1,10.2
Kawhi Leonard,SF,23,SAS,64,64,2033,7,14.6,0.479,1.2,3.4,0.349,5.8,11.2,0.519,3.6,4.5,0.802,1.5,6.7,8.2,2.9,2.6,0.8,1.7,2.3,18.7
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Meyers Leonard,C,22,POR,55,7,847,5.3,10.4,0.51,2,4.8,0.42,3.3,5.7,0.586,1.3,1.4,0.938,2,8.7,10.6,1.4,0.4,0.6,1.7,4.8,13.9
Jon Leuer,PF,25,MEM,63,6,824,5.3,11.9,0.443,0.3,1.3,0.241,5,10.7,0.467,1.6,2.6,0.627,2.2,6.9,9,2,0.7,0.4,1.5,3.8,12.5
Damian Lillard,PG,24,POR,82,82,2925,7.3,16.7,0.434,2.4,7,0.343,4.8,9.7,0.5,4.2,4.9,0.864,0.6,4,4.7,6.2,1.2,0.3,2.7,2,21.2
Jeremy Lin,PG,26,LAL,74,30,1907,5.2,12.3,0.424,1.2,3.3,0.369,4,9,0.444,4,5.1,0.795,0.5,3.2,3.7,6.4,1.5,0.6,3.1,3.6,15.7
Shaun Livingston,PG,29,GSW,78,2,1468,4.9,9.7,0.5,0,0,0,4.9,9.7,0.503,1.6,2.2,0.714,1.1,3.4,4.5,6.4,1.2,0.5,2.5,2.7,11.3
Brook Lopez,C,26,BRK,72,44,2100,8.7,16.9,0.513,0,0.2,0.1,8.7,16.7,0.517,3.8,4.7,0.814,3.7,5.5,9.2,0.9,0.7,2.2,1.8,3.5,21.2
Robin Lopez,C,26,POR,59,59,1638,5.1,9.6,0.535,0,0,0,5.1,9.6,0.537,2.2,2.8,0.772,4.2,4.5,8.7,1.2,0.4,1.8,1.6,2.7,12.4
Kevin Love,PF,26,CLE,75,75,2532,5.9,13.5,0.434,2,5.6,0.367,3.8,8,0.48,3.7,4.6,0.804,2,8.4,10.4,2.4,0.7,0.6,1.7,2,17.5
Kyle Lowry,PG,28,TOR,70,70,2414,6.4,15.6,0.412,2,5.8,0.338,4.4,9.7,0.457,3.8,4.7,0.808,0.8,4.1,4.9,7.1,1.6,0.2,2.6,3.2,18.6
John Lucas,PG,32,DET,21,0,272,5.6,13.8,0.404,1.2,3.8,0.31,4.4,9.9,0.44,0.7,0.7,1,0.5,1.6,2.1,7.9,1.1,0,2.1,2.4,13
Kalin Lucas,PG,25,MEM,1,0,6,0,6,0,0,0,,0,6,0,0,0,,0,0,0,0,6,0,0,6,0
Shelvin Mack,PG,24,ATL,55,0,833,5.1,12.6,0.401,1.7,5.5,0.315,3.3,7.1,0.467,1.1,1.3,0.806,0.3,3.1,3.4,6.7,1.3,0.1,2.1,1.4,12.9
Ian Mahinmi,C,28,IND,61,6,1146,3.7,6.7,0.552,0,0,,3.7,6.7,0.552,1,3.2,0.304,3.3,7.9,11.2,1,0.9,1.4,1.9,5.4,8.3
Devyn Marble,SG,22,ORL,16,7,208,2.4,7.6,0.318,0.7,3.8,0.182,1.7,3.8,0.455,0.9,2.8,0.313,0.9,4.5,5.4,2.9,1.6,0.3,1.6,2.4,6.4
Shawn Marion,SF,36,CLE,57,24,1101,3.9,8.7,0.446,0.4,1.5,0.261,3.5,7.2,0.484,0.9,1.1,0.765,2.1,4.5,6.6,1.7,0.9,0.9,1.1,1.9,9
Kendall Marshall,PG,23,MIL,28,3,417,4,8.7,0.455,1.6,4,0.391,2.4,4.7,0.509,0.7,0.8,0.889,0.2,2.2,2.4,7.4,1.8,0,3,2.2,10.2
Cartier Martin,SF,30,DET,23,0,198,2.7,9.6,0.283,1.1,6,0.182,1.6,3.6,0.45,0,0,,0,3.6,3.6,2,0.5,0.2,0.9,3.6,6.5
Kenyon Martin,PF,37,MIL,11,0,104,3.1,7.6,0.409,0,0,,3.1,7.6,0.409,0.7,0.7,1,2.1,4.5,6.6,1.7,1.7,2.1,1,4.5,6.9
Kevin Martin,SG,31,MIN,39,36,1302,7.4,17.3,0.427,2.1,5.3,0.393,5.3,12,0.442,4.7,5.3,0.881,0.5,3.4,3.9,2.5,0.9,0,2.1,2.1,21.5
Wesley Matthews,SG,28,POR,60,60,2024,6,13.4,0.448,3.1,7.9,0.389,2.9,5.5,0.534,1.9,2.6,0.752,0.7,3.3,3.9,2.5,1.4,0.2,1.4,2.3,17
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jason Maxiell,PF,31,CHO,61,0,878,3.3,7.9,0.422,0,0,,3.3,7.9,0.422,1.7,2.9,0.577,3.5,4.8,8.3,0.8,0.7,1.8,1.2,3.9,8.3
O.J. Mayo,SG,27,MIL,71,15,1697,6.3,14.9,0.422,2.1,5.9,0.357,4.2,9,0.465,2.4,2.9,0.827,0.6,3.3,4,4.2,1.2,0.4,2.7,3.5,17.1
Luc Mbah a Moute,PF,28,PHI,67,61,1916,4.7,11.9,0.395,1.2,3.8,0.307,3.6,8.2,0.435,1.8,3.1,0.589,1.5,4.6,6.2,2,1.5,0.4,1.9,2,12.4
James Michael McAdoo,PF,22,GSW,15,0,137,6.3,11.6,0.545,0,0,,6.3,11.6,0.545,3.7,6.6,0.56,3.9,5.8,9.7,0.5,1.3,2.4,1.6,5.5,16.3
Ray McCallum,PG,23,SAC,68,30,1436,5.2,11.8,0.438,0.9,2.8,0.306,4.3,9,0.479,1.4,2.1,0.679,1.3,3.2,4.5,4.7,1.1,0.3,2.1,2.3,12.6
C.J. McCollum,SG,23,POR,62,3,973,5.9,13.5,0.436,2,5.1,0.396,3.8,8.4,0.46,1.9,2.7,0.699,0.5,2.8,3.4,2.4,1.6,0.3,1.8,3,15.7
K.J. McDaniels,SG,21,TOT,62,15,1352,4.6,11.6,0.396,1.1,4,0.287,3.4,7.6,0.454,2.7,3.5,0.752,1.7,3.6,5.3,1.9,1.2,1.9,2.8,3.4,13
K.J. McDaniels,SG,21,PHI,52,15,1319,4.6,11.4,0.399,1.2,4,0.293,3.4,7.4,0.456,2.7,3.6,0.756,1.7,3.6,5.3,1.9,1.2,1.9,2.8,3.3,13
K.J. McDaniels,SG,21,HOU,10,0,33,5.5,16.4,0.333,0,3.3,0,5.5,13.1,0.417,1.1,2.2,0.5,1.1,4.4,5.5,2.2,0,2.2,1.1,5.5,12
Doug McDermott,SF,23,CHI,36,0,321,4.8,12,0.402,1.5,4.6,0.317,3.4,7.4,0.455,1.1,1.7,0.667,0.7,4.1,4.8,0.7,0.4,0.1,1.9,3.3,12.2
Mitch McGary,PF,22,OKC,32,2,485,6.5,12.2,0.533,0,0.1,0,6.5,12.1,0.54,1.9,3,0.625,3.9,8.3,12.2,1,1.2,1.2,2.3,5.3,14.9
JaVale McGee,C,27,TOT,23,0,256,5.9,11.1,0.532,0,0,,5.9,11.1,0.532,3.1,4.6,0.667,2.5,6,8.6,0.4,0.3,2.8,2.5,4.2,14.9
JaVale McGee,C,27,DEN,17,0,195,6.3,11.3,0.557,0,0,,6.3,11.3,0.557,3.7,5.4,0.69,2.6,6.3,8.9,0.2,0.4,3.5,2.4,5.2,16.2
JaVale McGee,C,27,PHI,6,0,61,4.7,10.6,0.444,0,0,,4.7,10.6,0.444,1.2,2.4,0.5,2.4,5.3,7.7,1.2,0,0.6,3,1.2,10.6
Ben McLemore,SG,21,SAC,82,82,2670,4.9,11.2,0.437,1.9,5.3,0.358,3,5.9,0.507,1.8,2.2,0.813,0.4,2.8,3.2,1.9,1,0.3,1.9,3,13.4
Jerel McNeal,PG,27,PHO,6,0,36,3,11,0.273,1,2,0.5,2,9,0.222,2,2,1,0,3,3,2,3,1,5,5,9
Josh McRoberts,PF,27,MIA,17,4,296,3.4,6.4,0.528,1,2.3,0.421,2.4,4.1,0.588,1,1.6,0.615,0.9,4.6,5.5,4,1.5,0.4,2.7,5,8.8
Jodie Meeks,SG,27,DET,60,0,1462,5.5,13.1,0.416,1.8,5.2,0.349,3.6,7.9,0.46,3.6,3.9,0.906,0.3,2.3,2.6,1.9,1.5,0.1,1.4,1.9,16.3
Gal Mekel,PG,26,NOP,4,0,43,2.5,16.7,0.15,0,2.5,0,2.5,14.2,0.176,0,0,,0,0.8,0.8,10.9,1.7,0,1.7,0.8,5
Khris Middleton,PF,23,MIL,79,58,2378,6.1,13.2,0.467,1.7,4.1,0.407,4.5,9.1,0.494,2,2.4,0.859,0.7,4.5,5.3,2.8,1.8,0.2,1.7,2.8,16
C.J. Miles,SG,27,IND,70,40,1841,6.4,16.2,0.398,3,8.7,0.345,3.4,7.5,0.459,2.5,3.1,0.807,0.4,3.8,4.2,1.5,1.2,0.5,1.4,2.6,18.4
Andre Miller,PG,38,TOT,81,0,1253,4.2,8.3,0.5,0.2,1,0.206,4,7.4,0.539,1.7,2.2,0.753,1.1,3.3,4.4,8.2,0.9,0.2,3,3,10.2
Andre Miller,PG,38,WAS,51,0,631,4.4,8.1,0.542,0.1,0.5,0.125,4.3,7.6,0.567,1.6,2.2,0.718,1.2,3.2,4.4,8.2,0.8,0.1,2.6,3.2,10.4
Andre Miller,PG,38,SAC,30,0,622,3.9,8.6,0.459,0.3,1.5,0.231,3.6,7.1,0.508,1.7,2.2,0.789,0.9,3.5,4.4,8.2,1,0.2,3.4,2.7,10
Darius Miller,SF,24,NOP,5,1,43,0.8,5.9,0.143,0,0.8,0,0.8,5,0.167,0,0,,0,0.8,0.8,1.7,0.8,0,0.8,6.7,1.7
